timestamp,user_id,action
2025-05-24T04:02:41.038183Z,user1,purchase
2025-05-24T04:52:06.038183Z,user4,view
2025-05-24T04:29:18.038183Z,user3,click
2025-05-24T04:19:41.038183Z,user9,view
2025-05-24T04:16:36.038183Z,user9,click
2025-05-24T04:20:48.038183Z,user4,click
2025-05-24T04:37:22.038183Z,user8,click
2025-05-24T04:47:40.038183Z,user6,scroll
2025-05-24T04:03:03.038183Z,user3,click
2025-05-24T04:11:22.038183Z,user1,view
2025-05-24T04:16:28.038183Z,user2,scroll
2025-05-24T04:40:46.038183Z,user7,scroll
2025-05-24T04:41:33.038183Z,user10,scroll
2025-05-24T04:19:54.038183Z,user1,purchase
2025-05-24T04:04:19.038183Z,user3,view
2025-05-24T04:05:16.038183Z,user10,purchase
2025-05-24T04:31:48.038183Z,user3,click
2025-05-24T04:44:53.038183Z,user3,scroll
2025-05-24T04:34:01.038183Z,user5,purchase
2025-05-24T04:20:37.038183Z,user10,scroll
2025-05-24T04:24:26.038183Z,user2,scroll
2025-05-24T04:11:35.038183Z,user8,click
2025-05-24T04:46:23.038183Z,user8,click
2025-05-24T04:51:14.038183Z,user5,purchase
2025-05-24T04:21:34.038183Z,user1,view
2025-05-24T04:32:51.038183Z,user6,view
2025-05-24T04:53:04.038183Z,user3,click
2025-05-24T04:46:44.038183Z,user9,purchase
2025-05-24T03:59:35.038183Z,user10,purchase
2025-05-24T04:55:01.038183Z,user3,purchase
2025-05-24T04:37:46.038183Z,user3,view
2025-05-24T04:46:24.038183Z,user10,scroll
2025-05-24T04:13:34.038183Z,user6,scroll
2025-05-24T04:20:38.038183Z,user5,click
2025-05-24T04:48:42.038183Z,user4,purchase
2025-05-24T04:36:26.038183Z,user3,scroll
2025-05-24T04:35:20.038183Z,user3,view
2025-05-24T04:25:35.038183Z,user9,view
2025-05-24T04:24:43.038183Z,user6,scroll
2025-05-24T04:52:23.038183Z,user10,click
2025-05-24T04:21:13.038183Z,user8,purchase
2025-05-24T04:39:03.038183Z,user10,purchase
2025-05-24T04:53:26.038183Z,user9,scroll
2025-05-24T04:12:37.038183Z,user10,click
2025-05-24T04:40:06.038183Z,user6,purchase
2025-05-24T04:12:21.038183Z,user5,scroll
2025-05-24T04:53:05.038183Z,user9,click
2025-05-24T04:01:13.038183Z,user10,click
2025-05-24T04:21:34.038183Z,user1,purchase
2025-05-24T04:03:04.038183Z,user5,scroll
2025-05-24T04:46:42.038183Z,user5,scroll
2025-05-24T04:13:43.038183Z,user4,click
2025-05-24T04:16:13.038183Z,user5,scroll
2025-05-24T04:03:48.038183Z,user7,scroll
2025-05-24T04:55:56.038183Z,user8,purchase
2025-05-24T04:30:18.038183Z,user4,scroll
2025-05-24T04:49:23.038183Z,user4,scroll
2025-05-24T04:01:14.038183Z,user4,scroll
2025-05-24T04:14:08.038183Z,user3,purchase
2025-05-24T04:36:23.038183Z,user8,click
2025-05-24T04:21:58.038183Z,user7,click
2025-05-24T04:31:04.038183Z,user1,view
2025-05-24T04:41:21.038183Z,user5,purchase
2025-05-24T04:43:15.038183Z,user3,view
2025-05-24T04:39:56.038183Z,user4,view
2025-05-24T04:14:48.038183Z,user7,purchase
2025-05-24T04:36:27.038183Z,user9,view
2025-05-24T04:47:46.038183Z,user1,scroll
2025-05-24T04:48:23.038183Z,user10,purchase
2025-05-24T04:33:26.038183Z,user9,purchase
2025-05-24T04:26:40.038183Z,user5,scroll
2025-05-24T04:19:00.038183Z,user2,click
2025-05-24T04:42:15.038183Z,user5,click
2025-05-24T04:19:42.038183Z,user10,view
2025-05-24T04:23:46.038183Z,user6,view
2025-05-24T04:28:51.038183Z,user2,purchase
2025-05-24T04:39:55.038183Z,user9,purchase
2025-05-24T04:30:49.038183Z,user10,click
2025-05-24T04:13:22.038183Z,user4,purchase
2025-05-24T04:46:05.038183Z,user5,click
2025-05-24T04:44:20.038183Z,user10,scroll
2025-05-24T04:31:32.038183Z,user7,scroll
2025-05-24T04:55:55.038183Z,user9,click
2025-05-24T04:44:45.038183Z,user10,click
2025-05-24T04:14:42.038183Z,user10,scroll
2025-05-24T04:26:27.038183Z,user2,purchase
2025-05-24T04:39:06.038183Z,user4,click
2025-05-24T04:14:06.038183Z,user6,purchase
2025-05-24T04:36:34.038183Z,user9,click
2025-05-24T04:45:44.038183Z,user10,view
2025-05-24T04:39:05.038183Z,user6,click
2025-05-24T04:28:55.038183Z,user8,scroll
2025-05-24T04:30:54.038183Z,user2,scroll
2025-05-24T04:09:50.038183Z,user3,click
2025-05-24T04:01:48.038183Z,user5,purchase
2025-05-24T04:51:56.038183Z,user1,click
2025-05-24T04:20:05.038183Z,user2,view
2025-05-24T04:24:08.038183Z,user5,purchase
2025-05-24T04:07:56.038183Z,user6,scroll
2025-05-24T04:28:29.038183Z,user10,view
2025-05-24T04:56:45.038183Z,user4,purchase
2025-05-24T04:15:20.038183Z,user8,scroll
2025-05-24T04:21:31.038183Z,user9,view
2025-05-24T04:15:16.038183Z,user3,scroll
2025-05-24T04:23:16.038183Z,user4,click
2025-05-24T04:37:20.038183Z,user6,scroll
2025-05-24T04:05:23.038183Z,user7,view
2025-05-24T04:02:12.038183Z,user4,click
2025-05-24T04:49:04.038183Z,user8,click
2025-05-24T04:00:35.038183Z,user5,scroll
2025-05-24T03:58:12.038183Z,user8,purchase
2025-05-24T04:32:19.038183Z,user4,view
2025-05-24T04:15:20.038183Z,user2,view
2025-05-24T04:12:53.038183Z,user4,scroll
2025-05-24T04:36:30.038183Z,user2,purchase
2025-05-24T03:58:55.038183Z,user5,purchase
2025-05-24T04:04:27.038183Z,user9,purchase
2025-05-24T04:00:15.038183Z,user7,purchase
2025-05-24T04:21:56.038183Z,user8,click
2025-05-24T04:46:55.038183Z,user5,view
2025-05-24T04:11:10.038183Z,user5,click
2025-05-24T04:24:05.038183Z,user1,click
2025-05-24T04:13:42.038183Z,user3,view
2025-05-24T04:04:26.038183Z,user2,view
2025-05-24T04:08:09.038183Z,user2,view
2025-05-24T04:08:16.038183Z,user7,view
2025-05-24T04:43:41.038183Z,user3,scroll
2025-05-24T04:38:57.038183Z,user5,scroll
2025-05-24T04:26:15.038183Z,user9,click
2025-05-24T03:59:16.038183Z,user5,click
2025-05-24T04:21:53.038183Z,user9,view
2025-05-24T04:29:00.038183Z,user8,purchase
2025-05-24T04:50:12.038183Z,user5,view
2025-05-24T04:42:55.038183Z,user10,view
2025-05-24T04:20:46.038183Z,user3,scroll
2025-05-24T04:06:22.038183Z,user6,purchase
2025-05-24T04:47:45.038183Z,user5,view
2025-05-24T04:22:56.038183Z,user6,view
2025-05-24T04:45:17.038183Z,user4,view
2025-05-24T04:44:42.038183Z,user5,scroll
2025-05-24T04:34:59.038183Z,user8,view
2025-05-24T04:16:09.038183Z,user4,purchase
2025-05-24T04:19:10.038183Z,user9,click
2025-05-24T04:33:14.038183Z,user3,view
2025-05-24T04:42:52.038183Z,user7,purchase
2025-05-24T04:21:23.038183Z,user1,purchase
2025-05-24T04:25:23.038183Z,user6,view
2025-05-24T04:16:01.038183Z,user10,scroll
2025-05-24T04:47:00.038183Z,user6,view
2025-05-24T04:53:16.038183Z,user5,scroll
2025-05-24T04:16:48.038183Z,user10,view
2025-05-24T04:03:11.038183Z,user9,click
2025-05-24T04:41:50.038183Z,user2,scroll
2025-05-24T04:01:48.038183Z,user7,click
2025-05-24T04:40:00.038183Z,user8,purchase
2025-05-24T04:49:42.038183Z,user4,click
2025-05-24T04:51:20.038183Z,user9,purchase
2025-05-24T04:33:22.038183Z,user4,scroll
2025-05-24T03:58:34.038183Z,user1,scroll
2025-05-24T04:20:58.038183Z,user5,scroll
2025-05-24T04:33:48.038183Z,user3,click
2025-05-24T04:38:33.038183Z,user9,purchase
2025-05-24T04:20:47.038183Z,user6,purchase
2025-05-24T04:46:05.038183Z,user5,scroll
2025-05-24T04:19:17.038183Z,user1,click
2025-05-24T03:57:56.038183Z,user1,view
2025-05-24T04:09:01.038183Z,user5,view
2025-05-24T04:08:58.038183Z,user8,view
2025-05-24T04:27:31.038183Z,user6,scroll
2025-05-24T04:51:50.038183Z,user8,click
2025-05-24T04:20:25.038183Z,user5,click
2025-05-24T04:23:37.038183Z,user9,view
2025-05-24T04:08:27.038183Z,user5,purchase
2025-05-24T04:31:03.038183Z,user9,scroll
2025-05-24T04:29:32.038183Z,user2,view
2025-05-24T04:27:58.038183Z,user1,purchase
2025-05-24T04:03:12.038183Z,user10,scroll
2025-05-24T04:43:29.038183Z,user8,scroll
2025-05-24T04:56:12.038183Z,user5,purchase
2025-05-24T04:00:49.038183Z,user10,view
2025-05-24T04:13:20.038183Z,user4,view
2025-05-24T04:34:42.038183Z,user1,scroll
2025-05-24T03:58:36.038183Z,user3,scroll
2025-05-24T04:35:28.038183Z,user8,click
2025-05-24T04:27:40.038183Z,user10,click
2025-05-24T04:01:33.038183Z,user10,click
2025-05-24T04:14:01.038183Z,user3,scroll
2025-05-24T04:47:36.038183Z,user9,view
2025-05-24T04:29:48.038183Z,user7,view
2025-05-24T03:57:53.038183Z,user9,purchase
2025-05-24T04:51:15.038183Z,user5,scroll
2025-05-24T04:43:25.038183Z,user3,purchase
2025-05-24T04:50:17.038183Z,user1,scroll
2025-05-24T04:21:03.038183Z,user10,purchase
2025-05-24T04:02:55.038183Z,user7,scroll
2025-05-24T04:21:44.038183Z,user2,click
2025-05-24T04:42:32.038183Z,user1,purchase
2025-05-24T04:53:44.038183Z,user8,view
2025-05-24T04:48:14.038183Z,user8,purchase
2025-05-24T04:24:04.038183Z,user4,click
2025-05-24T04:01:34.038183Z,user7,view
2025-05-24T04:38:11.038183Z,user5,view
2025-05-24T04:47:55.038183Z,user5,scroll
2025-05-24T04:53:29.038183Z,user1,click
2025-05-24T04:42:03.038183Z,user7,view
2025-05-24T04:40:10.038183Z,user8,purchase
2025-05-24T04:22:46.038183Z,user7,purchase
2025-05-24T04:49:53.038183Z,user9,view
2025-05-24T04:29:04.038183Z,user10,scroll
2025-05-24T04:48:56.038183Z,user1,purchase
2025-05-24T04:28:23.038183Z,user10,purchase
2025-05-24T04:40:32.038183Z,user2,purchase
2025-05-24T04:43:49.038183Z,user3,view
2025-05-24T04:06:20.038183Z,user6,click
2025-05-24T04:27:15.038183Z,user9,click
2025-05-24T04:47:32.038183Z,user7,purchase
2025-05-24T04:38:58.038183Z,user6,scroll
2025-05-24T04:12:46.038183Z,user3,scroll
2025-05-24T04:39:08.038183Z,user9,scroll
2025-05-24T04:18:47.038183Z,user8,view
2025-05-24T04:45:43.038183Z,user6,click
2025-05-24T04:27:57.038183Z,user9,view
2025-05-24T04:54:25.038183Z,user5,view
2025-05-24T04:22:40.038183Z,user6,scroll
2025-05-24T04:07:05.038183Z,user8,scroll
2025-05-24T04:31:34.038183Z,user8,purchase
2025-05-24T04:09:52.038183Z,user3,view
2025-05-24T04:22:00.038183Z,user6,click
2025-05-24T04:50:55.038183Z,user4,click
2025-05-24T04:29:37.038183Z,user9,purchase
2025-05-24T04:44:05.038183Z,user2,click
2025-05-24T04:36:57.038183Z,user5,purchase
2025-05-24T04:05:57.038183Z,user1,purchase
2025-05-24T04:27:26.038183Z,user4,view
2025-05-24T04:47:21.038183Z,user4,scroll
2025-05-24T04:11:00.038183Z,user7,scroll
2025-05-24T04:40:25.038183Z,user8,purchase
2025-05-24T04:10:39.038183Z,user5,click
2025-05-24T04:44:21.038183Z,user3,click
2025-05-24T04:35:22.038183Z,user5,click
2025-05-24T04:55:21.038183Z,user9,click
2025-05-24T04:00:11.038183Z,user2,purchase
2025-05-24T04:28:38.038183Z,user7,view
2025-05-24T04:38:36.038183Z,user5,view
2025-05-24T04:36:09.038183Z,user10,purchase
2025-05-24T04:13:24.038183Z,user9,view
2025-05-24T04:19:01.038183Z,user5,scroll
2025-05-24T04:28:53.038183Z,user1,scroll
2025-05-24T04:04:31.038183Z,user1,purchase
2025-05-24T04:47:27.038183Z,user10,view
2025-05-24T04:57:07.038183Z,user5,view
2025-05-24T04:30:25.038183Z,user10,scroll
2025-05-24T04:20:22.038183Z,user9,purchase
2025-05-24T04:02:29.038183Z,user3,click
2025-05-24T04:22:48.038183Z,user4,click
2025-05-24T04:03:24.038183Z,user6,purchase
2025-05-24T04:36:38.038183Z,user9,click
2025-05-24T04:05:37.038183Z,user9,purchase
2025-05-24T04:54:12.038183Z,user8,scroll
2025-05-24T04:47:21.038183Z,user9,view
2025-05-24T04:50:30.038183Z,user8,view
2025-05-24T04:28:36.038183Z,user9,purchase
2025-05-24T04:07:33.038183Z,user10,click
2025-05-24T04:46:23.038183Z,user3,view
2025-05-24T04:02:26.038183Z,user5,scroll
2025-05-24T04:28:22.038183Z,user9,scroll
2025-05-24T04:40:22.038183Z,user8,scroll
2025-05-24T04:20:25.038183Z,user7,view
2025-05-24T04:08:59.038183Z,user1,click
2025-05-24T04:23:47.038183Z,user2,click
2025-05-24T04:23:36.038183Z,user2,scroll
2025-05-24T04:46:21.038183Z,user4,purchase
2025-05-24T04:16:45.038183Z,user9,purchase
2025-05-24T04:33:17.038183Z,user7,view
2025-05-24T04:03:41.038183Z,user8,view
2025-05-24T04:06:59.038183Z,user10,click
2025-05-24T04:13:50.038183Z,user3,click
2025-05-24T04:04:47.038183Z,user3,click
2025-05-24T04:35:42.038183Z,user4,view
2025-05-24T04:12:06.038183Z,user3,click
2025-05-24T04:01:46.038183Z,user8,purchase
2025-05-24T04:37:56.038183Z,user5,click
2025-05-24T04:17:33.038183Z,user8,purchase
2025-05-24T04:14:25.038183Z,user3,scroll
2025-05-24T04:18:28.038183Z,user9,scroll
2025-05-24T04:53:08.038183Z,user10,view
2025-05-24T04:26:17.038183Z,user3,view
2025-05-24T04:12:20.038183Z,user4,purchase
2025-05-24T04:51:41.038183Z,user3,click
2025-05-24T04:28:21.038183Z,user7,scroll
2025-05-24T04:00:19.038183Z,user4,purchase
2025-05-24T04:30:00.038183Z,user2,purchase
2025-05-24T04:26:18.038183Z,user3,scroll
2025-05-24T04:42:30.038183Z,user5,click
2025-05-24T04:52:35.038183Z,user1,scroll
2025-05-24T04:06:50.038183Z,user6,scroll
2025-05-24T04:33:11.038183Z,user6,click
2025-05-24T04:44:43.038183Z,user8,purchase
2025-05-24T04:33:55.038183Z,user5,click
2025-05-24T04:35:14.038183Z,user6,view
2025-05-24T03:58:31.038183Z,user2,view
2025-05-24T04:41:24.038183Z,user4,view
2025-05-24T04:02:18.038183Z,user3,click
2025-05-24T04:41:09.038183Z,user7,scroll
2025-05-24T04:29:32.038183Z,user7,view
2025-05-24T04:03:39.038183Z,user4,scroll
2025-05-24T04:15:37.038183Z,user7,scroll
2025-05-24T04:46:15.038183Z,user6,view
2025-05-24T04:20:47.038183Z,user8,purchase
2025-05-24T04:06:10.038183Z,user3,click
2025-05-24T04:37:20.038183Z,user6,purchase
2025-05-24T04:56:06.038183Z,user10,click
2025-05-24T04:40:26.038183Z,user7,scroll
2025-05-24T04:33:42.038183Z,user2,scroll
2025-05-24T04:23:50.038183Z,user9,click
2025-05-24T04:35:41.038183Z,user7,view
2025-05-24T04:52:10.038183Z,user6,click
2025-05-24T04:19:07.038183Z,user7,click
2025-05-24T04:14:57.038183Z,user2,purchase
2025-05-24T03:57:38.038183Z,user9,view
2025-05-24T04:37:50.038183Z,user7,scroll
2025-05-24T04:38:12.038183Z,user6,purchase
2025-05-24T04:41:40.038183Z,user4,purchase
2025-05-24T04:37:27.038183Z,user9,purchase
2025-05-24T04:07:41.038183Z,user4,view
2025-05-24T04:30:35.038183Z,user7,scroll
2025-05-24T04:45:13.038183Z,user7,view
2025-05-24T03:59:47.038183Z,user9,purchase
2025-05-24T04:43:27.038183Z,user1,scroll
2025-05-24T04:21:57.038183Z,user1,scroll
2025-05-24T04:32:41.038183Z,user7,scroll
2025-05-24T04:46:28.038183Z,user9,click
2025-05-24T04:20:04.038183Z,user3,scroll
2025-05-24T04:10:30.038183Z,user9,purchase
2025-05-24T04:46:32.038183Z,user3,scroll
2025-05-24T04:38:38.038183Z,user10,purchase
2025-05-24T03:57:44.038183Z,user6,scroll
2025-05-24T04:23:22.038183Z,user6,click
2025-05-24T04:23:30.038183Z,user2,purchase
2025-05-24T04:34:18.038183Z,user9,purchase
2025-05-24T04:50:47.038183Z,user8,click
2025-05-24T04:28:59.038183Z,user7,scroll
2025-05-24T04:06:08.038183Z,user8,scroll
2025-05-24T04:35:43.038183Z,user8,view
2025-05-24T04:30:49.038183Z,user1,click
2025-05-24T04:57:12.038183Z,user1,click
2025-05-24T04:17:12.038183Z,user2,scroll
2025-05-24T04:43:21.038183Z,user1,purchase
2025-05-24T04:39:47.038183Z,user2,purchase
2025-05-24T04:51:17.038183Z,user2,scroll
2025-05-24T03:58:04.038183Z,user8,click
2025-05-24T04:20:45.038183Z,user4,scroll
2025-05-24T04:21:27.038183Z,user4,click
2025-05-24T03:59:40.038183Z,user5,purchase
2025-05-24T04:08:39.038183Z,user1,click
2025-05-24T04:01:17.038183Z,user6,scroll
2025-05-24T04:12:52.038183Z,user5,view
2025-05-24T04:43:04.038183Z,user8,click
2025-05-24T04:07:49.038183Z,user4,scroll
2025-05-24T04:34:52.038183Z,user3,purchase
2025-05-24T03:57:23.049153Z,user_suspicious,click
2025-05-24T03:57:43.049153Z,user_suspicious,click
2025-05-24T03:58:03.049153Z,user_suspicious,click
2025-05-24T03:58:23.049153Z,user_suspicious,click
2025-05-24T03:58:43.049153Z,user_suspicious,click
2025-05-24T03:59:03.049153Z,user_suspicious,click
2025-05-24T03:59:23.049153Z,user_suspicious,click
2025-05-24T03:59:43.049153Z,user_suspicious,click
2025-05-24T04:00:03.049153Z,user_suspicious,click
2025-05-24T04:00:23.049153Z,user_suspicious,click
2025-05-24T04:00:43.049153Z,user_suspicious,click
2025-05-24T04:01:03.049153Z,user_suspicious,click
